RANDY,NA,Cause uh H I don't know y a couple times you had like one just barely at departure end a jet at departure and you cleared another jet for takeoff H And it worked out great
LANCE,WA,TSK Oh One guy out the right and then oh th both guys out the left
RANDY,NA,Both guys out to the left
LANCE,WA,SNIFF
RANDY,NA,H And it worked out good but I think it worked out because TSK this guy was real slow on on starting his departure roll H You know
LANCE,WA,Mhm
RANDY,NA,usually you gotta get em just a little bit off the departure end before you clear the next guy H And watch out for the uh the seven-thirty-seven four-hundreds
LANCE,WA,Four-hundreds Okay
RANDY,NA,Or three-hundreds and H
LANCE,WA,Okay
RANDY,NA,Because uh they'll really climb And they can go fast too
LANCE,WA,Okay
RANDY,NA,So well you know just take into consideration the type of aircrafts It takes the seven-twenty-seven a little b while to get wound up while the seven-thirty-seven'll really go But uh I mean it was really good Good departure separation
LANCE,WA,Thanks
RANDY,NA,I was impressed And you saw a little bit about the two-sixty Heading Listen to the readbacks for
LANCE,WA,H Yeah
RANDY,NA,H If I know he's at two-thirty But you can wrap em around to one-thirty or one-sixty to avoid the MBA and that works great because otherwise you got two-sixty H There was that one time you had two south plan aircraft and one westbound or X river X metro and
LANCE,WA,Mhm
RANDY,NA,H
LANCE,WA,Mhm
RANDY,NA,I d I actually didn't think you were gonna have three miles between the two first
LANCE,WA,Mhm
RANDY,NA,south X plan air lane X but you did That was perfect
LANCE,WA,The one that I kept on runway heading for a bit
RANDY,NA,Yeah
LANCE,WA,or
RANDY,NA,Yeah
LANCE,WA,Okay
RANDY,NA,And that was good it was real good planning to keep that one Caravan on runway heading when you had the other one going two-sixty To ensure that you had oh and you had the one going two-forty
LANCE,WA,H
RANDY,NA,or something
LANCE,WA,Hx
RANDY,NA,and then you had the Metro going s going two-sixty
LANCE,WA,Yeah
RANDY,NA,But you kept the Metro on X this X runway heading Which is really good planning So
LANCE,WA,TSK H I'm I'm less and less impacted For lack of a better word by these g for some reason with all these um I think the bulk of my planning seems to revolve around these little guys when I can turn em fitting em in with all my other guys for some reason I mean y H and that is you know those guys having a very fec affective part in the whole fan of all our departures And um
RANDY,NA,Hm
LANCE,WA,I think they're they're a affecting me less than they did in the past
RANDY,NA,Yeah
LANCE,WA,Does that make sense
RANDY,NA,Yeah
LANCE,WA,H Do you know what I mean H Um cause i there was a time where I mean that sequence was good too H but there was a time when yeah an  it it may happen again
RANDY,NA,Yeah
LANCE,WA,X Who knows X where I've got the little West Coasts in here and all these guys off the right and left where am I actually gonna fit these guys in and they're all calling they're ready way early And
RANDY,NA,Well the sequence H uh can't be too bad When you got when you can feed from charley
LANCE,WA,H XX
RANDY,NA,H and from bravo and from alpha You know the sequence can't be too bad I mean all he did
LANCE,WA,You got something you can do
RANDY,NA,Yeah All he did is send em all out I mean you got all the West Coasts in the row over on charley
LANCE,WA,
RANDY,NA,you got the jets in a row on bravo and you got n various things over here H So you can pick and choose You know y I mean as a ground control you can just send em all out there and then H when they get there then you can start arranging the strips
LANCE,WA,
RANDY,NA,You know the way you want almost
LANCE,WA,Yeah
RANDY,NA,H You know th that's
LANCE,WA,Yeah
RANDY,NA,that it works great That way
LANCE,WA,Because you don't have to sequence em at some other point in their taxi route you know
RANDY,NA,Yeah
LANCE,WA,They're b they .e+ essentially on their own taxiway up through up to the approach end So
RANDY,NA,YAWN YWN So that was about all YWN that I you know that I had I mean I was paying pretty close attention there and I didn't really see much of a problem
LANCE,WA,Oh Thanks
RANDY,NA,No significant problems XX to talk about
LANCE,WA,I'm glad
RANDY,NA,See there was S H Oh um don't always um don't insist on always saying seven hundred If you say
LANCE,WA,H Oh
RANDY,NA,Why hadn't you
LANCE,WA,at some point after he is leaving seven just wait till he is leaving seven hundred you mean
RANDY,NA,Sometimes you can do that
LANCE,WA,Yeah
RANDY,NA,Yeah There was a couple times you didn't need to say it when when you did
LANCE,WA,It was out in the yeah
RANDY,NA,Yeah Well I mean y w
LANCE,WA,Could've either waited just a bit
RANDY,NA,it was at He was at a five-hundred climb and
LANCE,WA,Or he was a-
RANDY,NA,just go ahead and say turn left heading one six zero Okay
RANDY,NA,Or turn left heading two six zero For a Metro I mean if you leave em on runway heading H for a little bit
LANCE,WA,Mhm
RANDY,NA,they're gonna be at the altitude you need so but that's no big deal And uh I was watching Jet Speed come in and you got Delta out in front of Jet Speed
LANCE,WA,Mhm
RANDY,NA,It seemed like you were a little tense with that but H really pay attention to the speeds when they're coming in He was doing a hundred and twenty outside of Laker there Did you see that
LANCE,WA,Yeah
RANDY,NA,Yeah
LANCE,WA,So that that worked out great
RANDY,NA,I wondered if you'd saw Yeah I mean there was lots of room Lots of time
LANCE,WA,Mhm
RANDY,NA,He wasn't he z wasn't flying as a normal
LANCE,WA,Mhm
RANDY,NA,For some reason he just used the
LANCE,WA,Mhm
RANDY,NA,Or is it uh Exec Jet One of those guys is usually really fast
LANCE,WA,H Jet Speed is th I know fast on the pr departure
RANDY,NA,AM-Flight
LANCE,WA,it seems
RANDY,NA,Yeah
LANCE,WA,I think It seems like that was the one but yeah AM-Flight when they fly the later jet H Um yeah And I think I might have said for delta niners or to no delay or something like that and
RANDY,NA,Yeah I think you did
LANCE,WA,And he was actually floating at the Jet Speed wasn't yeah
RANDY,NA,Yeah you had a lot of time
LANCE,WA,Yeah
RANDY,NA,When the Twins get airborne you got a jet X following X the twin twin's gonna go southwestbound H If you got six-thousand feet and the twin's climbing out of four or five hundred you can start your transmission then to the to the jet
LANCE,WA,Okay
RANDY,NA,Q Twin Cesna ahead is will be turning southwestbound momentarily runway two eight left clear for takeoff Q It says in sight H
LANCE,WA,Just X didn't wanna be X sure he gets his turn in
RANDY,NA,Mhm H
LANCE,WA,Okay
RANDY,NA,The Caravan's coming across if you wanna get Hx
LANCE,WA,H Yeah what do you say Cause I've heard different phraseology and I af feel like I was stumbling over that I think I said it couple different ways
RANDY,NA,A mile west or something I'll I just say H you know on a day like this it's so easy to see em I would just say the Caravan ahead is southwestbound Q Runway two eight left clear for takeoff Q And and they'll a lot of times they'll say uh in sight If they don't say in sight they'll say they'll Hx I would assume they have em in sight because they won't go
LANCE,WA,Mhm
RANDY,NA,Unless they seem em I mean that's important to them to see the traffic but it's safe it's a safe operation H Because ne thing Hx you could do is is turn the Caravan to two-forty H
LANCE,WA,Mhm
RANDY,NA,To get him across And then just before you ship em send em back to two-fifty XX something like that
LANCE,WA,Hm
RANDY,NA,SNIFF Cause the track's what im what's important But but two-fifty was working out fine today Fifteen degrees and a mile Is what you need so or less using visual
LANCE,WA,Yeah In fact it was a Was the West Coast that was it the Horizon who said he could do the visual with the Twin Cesna ahead or was it vice versa one of the two ENV PHONE_RING
RANDY,NA,Yeah
LANCE,WA,And at that point I said don't need it now They got it
RANDY,NA,Somebody in there
LANCE,WA,I think Laura went in there yeah
BILL,NA,Comm line for you XXX have a call on the other line
